00 03 3F A0 9C,GM --> DIA: Diagnostic command acknowledged
00 03 3F A2 9E,GM --> DIA: Diagnostic command rejected
68 10 C0 23 40 20 42 6C 61 6B 65 20 20 20 20 53 54 BD,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Blake    ST"
68 10 C0 23 40 20 42 72 6F 77 6E 20 20 20 20 53 54 BA,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Brown    ST"
68 10 C0 23 40 20 42 72 79 61 6E 20 20 20 20 53 54 BA,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Bryan    ST"
68 10 C0 23 40 20 43 61 6C 6C 20 34 21 20 20 53 54 EB,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Call 4!  ST"
68 10 C0 23 40 20 43 61 6E 64 79 20 62 79 20 53 54 B6,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Candy by ST"
68 10 C0 23 40 20 43 61 73 74 61 77 61 79 20 53 54 F7,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Castaway ST"
68 10 C0 23 40 20 43 68 72 69 73 20 20 20 20 53 54 BF,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Chris    ST"
68 10 C0 23 40 20 44 69 61 6D 6F 6E 64 20 20 53 54 B8,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Diamond  ST"
68 10 C0 23 40 20 44 69 65 72 6B 73 20 20 20 53 54 FE,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Dierks   ST"
68 10 C0 23 40 20 47 69 72 6C 20 20 20 20 20 53 54 EC,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Girl     ST"
68 10 C0 23 40 20 47 69 72 6C 20 62 79 20 20 53 54 F7,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Girl by  ST"
68 10 C0 23 40 20 48 65 72 20 20 20 20 20 20 53 54 A3,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Her      ST"
68 10 C0 23 40 20 48 6F 6C 64 69 6E 27 20 20 53 54 F3,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Holdin'  ST"
68 10 C0 23 40 20 48 6F 6D 65 20 20 20 20 20 53 54 F3,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Home     ST"
68 10 C0 23 40 20 4A 61 6E 73 6F 6E 20 20 20 53 54 EB,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Janson   ST"
68 10 C0 23 40 20 4A 6F 73 68 20 20 20 20 20 53 54 E2,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Josh     ST"
68 10 C0 23 40 20 4B 65 6C 73 65 61 20 20 20 53 54 E9,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Kelsea   ST"
68 10 C0 23 40 20 4C 75 6B 65 20 20 20 20 20 53 54 EB,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Luke     ST"
68 10 C0 23 40 20 4D 61 69 73 6C 69 6E 2E 20 53 54 AF,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Maislin. ST"
68 10 C0 23 40 20 4D 61 72 63 79 20 20 20 20 53 54 B8,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Marcy    ST"
68 10 C0 23 40 20 4D 65 65 74 20 49 6E 20 20 53 54 C2,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Meet In  ST"
68 10 C0 23 40 20 4D 69 64 64 6C 65 20 20 20 53 54 F1,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Middle   ST"
68 10 C0 23 40 20 4D 6F 72 65 3F 20 20 20 20 53 54 F6,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="More?    ST"
68 10 C0 23 40 20 4D 79 20 20 4B 69 6E 64 20 53 54 C0,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="My  Kind ST"
68 10 C0 23 40 20 4E 4F 20 54 41 50 45 20 20 20 20 DA,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="NO TAPE    "
68 10 C0 23 40 20 4E 69 67 68 74 20 20 20 20 53 54 A0,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Night    ST"
68 10 C0 23 40 20 4E 69 72 76 61 6E 61 20 20 53 54 B1,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Nirvana  ST"
68 10 C0 23 40 20 4F 66 20 20 20 20 20 20 20 53 54 F5,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Of       ST"
68 10 C0 23 40 20 4F 66 20 52 61 67 65 20 20 53 54 C4,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Of Rage  ST"
68 10 C0 23 40 20 50 61 6E 20 20 20 20 20 20 53 54 A3,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Pan      ST"
68 10 C0 23 40 20 50 65 74 65 20 72 20 20 20 53 54 AA,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Pete r   ST"
68 10 C0 23 40 20 50 6C 61 79 67 72 6F 75 20 53 54 F7,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Playgrou ST"
68 10 C0 23 40 20 50 72 6F 70 68 65 74 73 20 53 00 BF,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Prophets S"   F0:"
68 10 C0 23 40 20 50 72 6F 70 68 65 74 73 20 53 54 EB,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Prophets ST"
68 10 C0 23 40 20 50 72 6F 70 68 65 74 73 20 53 FF 40,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Prophets S"
68 10 C0 23 40 20 52 69 6F 20 20 20 20 20 20 53 54 A8,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Rio      ST"
68 10 C0 23 40 20 53 65 78 20 41 6E 64 20 20 53 54 D9,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Sex And  ST"
68 10 C0 23 40 20 53 6D 69 74 68 20 20 20 20 53 54 B7,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Smith    ST"
68 10 C0 23 40 20 53 6F 6D 65 77 68 65 72 20 53 54 E0,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Somewher ST"
68 10 C0 23 40 20 54 68 61 74 20 27 73 20 20 53 54 A1,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="That 's  ST"
68 10 C0 23 40 20 54 68 65 20 20 20 20 20 20 53 54 A5,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="The      ST"
68 10 C0 23 40 20 54 75 72 6E 65 72 20 20 20 53 54 F6,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Turner   ST"
68 10 C0 23 40 20 57 61 6E 74 20 20 20 20 20 53 54 F0,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Want     ST"
68 10 C0 23 40 20 5A 61 63 20 20 20 20 20 20 53 54 A4,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="Zac      ST"
68 10 C0 23 40 20 62 79 20 20 20 20 20 20 20 53 54 C7,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="by       ST"
68 10 C0 23 40 20 68 65 72 65 20 4F 6E 41 20 53 54 86,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="here OnA ST"
68 10 C0 23 40 20 6E 64 20 6F 6E 20 20 20 20 53 54 D7,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="nd on    ST"
68 10 C0 23 40 20 6F 6E 20 20 20 20 20 20 20 53 54 DD,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="on       ST"
68 10 C0 23 40 20 74 6F 77 6E 20 20 20 20 20 53 54 DE,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="town     ST"
68 10 C0 23 C0 20 43 44 20 30 2D 20 20 20 20 20 20 41,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 0-      "
68 10 C0 23 C0 20 43 44 20 31 2D 20 20 20 20 20 20 40,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 1-      "
68 10 C0 23 C0 20 43 44 20 32 2D 20 20 20 20 20 20 43,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-      "
68 10 C0 23 C0 20 43 44 20 32 2D 30 31 20 20 20 20 42,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-01    "
68 10 C0 23 C0 20 43 44 20 32 2D 30 32 20 20 20 20 41,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-02    "
68 10 C0 23 C0 20 43 44 20 32 2D 33 30 20 20 20 20 40,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-30    "
68 10 C0 23 C0 20 43 44 20 32 2D 35 35 20 20 20 20 43,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-55    "
68 10 C0 23 C0 20 43 44 20 32 2D 35 35 20 20 53 43 53,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-55  SC"
68 10 C0 23 C0 20 43 44 20 32 2D 35 35 20 20 BC BC 43,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-55  >>"
68 10 C0 23 C0 20 43 44 20 32 2D 39 39 20 20 20 20 43,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 2-99    "
68 10 C0 23 C0 20 43 44 20 33 2D 20 20 20 20 20 20 42,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 3-      "
68 10 C0 23 C0 20 43 44 20 34 2D 20 20 20 20 20 20 45,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 4-      "
68 10 C0 23 C0 20 43 44 20 35 2D 20 20 20 20 20 20 44,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 5-      "
68 10 C0 23 C0 20 43 44 20 37 2D 20 20 20 20 20 20 46,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="CD 7-      "
68 10 C0 23 C0 20 48 49 47 48 20 54 45 4D 50 20 20 59,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="HIGH TEMP  "
68 10 C0 23 C0 20 4E 4F 20 54 41 50 45 20 20 20 20 5A,RAD --> MID: Display Text, Layout=0xC0:  Flags=CLS  F0="NO TAPE    "
68 11 3B 23 40 20 41 4D 20 03 31 32 32 30 04 20 20 20 0B,RAD --> GT: Display Text, Layout=DisplayText  Flags=CLS  F0="AM "   F3:"1220"   F4:"   "
68 11 C0 23 00 20 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F BA,RAD --> MID: Display Text, Layout=0x00:  Flags=CLS  F0="////////////"
68 11 C0 23 40 20 41 4D 20 03 20 36 33 30 04 20 20 20 E4,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="AM "   F3:" 630"   F4:"   "
68 12 3B 23 40 20 46 4D 20 03 20 39 39 2E 35 04 20 20 20 35,RAD --> GT: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 99.5"   F4:"   "
68 12 3B 23 40 20 46 4D 20 03 31 30 37 2E 37 04 20 20 20 21,RAD --> GT: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"107.7"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 20 39 36 2E 35 04 20 20 20 C1,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 96.5"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 20 39 36 2E 35 04 20 53 43 D1,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 96.5"   F4:" SC"
68 12 C0 23 40 20 46 4D 20 03 20 39 36 2E 35 04 20 53 54 C6,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 96.5"   F4:" ST"
68 12 C0 23 40 20 46 4D 20 03 20 39 37 2E 37 04 20 20 20 C2,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 97.7"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 20 39 37 2E 37 04 20 53 43 D2,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 97.7"   F4:" SC"
68 12 C0 23 40 20 46 4D 20 03 20 39 38 2E 35 04 20 53 43 DF,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 98.5"   F4:" SC"
68 12 C0 23 40 20 46 4D 20 03 20 39 38 2E 35 04 20 53 54 C8,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:" 98.5"   F4:" ST"
68 12 C0 23 40 20 46 4D 20 03 31 30 30 2E 37 04 20 20 20 DD,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"100.7"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 31 30 31 2E 39 04 20 20 20 D2,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"101.9"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 31 30 31 2E 39 04 20 53 54 D5,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"101.9"   F4:" ST"
68 12 C0 23 40 20 46 4D 20 03 31 30 32 2E 31 04 20 20 20 D9,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"102.1"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 31 30 35 2E 31 04 20 20 20 DE,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"105.1"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 31 30 35 2E 31 04 20 53 54 D9,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"105.1"   F4:" ST"
68 12 C0 23 40 20 46 4D 20 03 31 30 37 2E 31 04 20 20 20 DC,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"107.1"   F4:"   "
68 12 C0 23 40 20 46 4D 20 03 31 30 37 2E 31 04 20 53 54 DB,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="FM "   F3:"107.1"   F4:" ST"
68 12 C0 23 40 20 75 72 20 61 6E 6E 20 66 61 67 67 6F 74 83,RAD --> MID: Display Text, Layout=DisplayText  Flags=CLS  F0="ur ann faggot"
68 14 C0 23 00 20 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2E 91,RAD --> MID: Display Text, Layout=0x00:  Flags=CLS  F0="//////////////."
68 14 C0 23 00 20 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 90,RAD --> MID: Display Text, Layout=0x00:  Flags=CLS  F0="///////////////"
68 17 C0 21 00 00 00 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F 9F,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F0="////////"  F1:"////////"
68 17 C0 21 00 10 00 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F 8F,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F0="////////"  F1:"////////"
68 17 C0 21 00 15 00 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F 8A,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F0="////////"  F1:"////////"
68 17 C0 21 00 15 10 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F 9A,RAD --> MID: Menu Text, Layout=0x00:  Flags=Bit4  F0="////////"  F1:"////////"
68 17 C0 21 00 15 20 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F AA,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F0="////////"  F1:"////////"
68 17 C0 21 00 15 40 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F CA,RAD --> MID: Menu Text, Layout=0x00:  Flags=PartTx  F0="////////"  F1:"////////"
68 17 C0 21 00 15 60 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F EA,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS,PartTx  F0="////////"  F1:"////////"
68 17 C0 21 00 46 06 46 4D 05 41 4D 05 20 05 20 05 53 43 05 43 44 2F 54 B0,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:" "  F5:" "  F5:"SC"  F5:"CD/T"
68 17 FF 23 40 30 07 2D 41 33 2D 20 08 39 36 52 4F 43 4B 20 20 20 53 54 B3,RAD --> LOC: Display Text, Layout=DisplayText  Flags=Bit4,CLS  F0=   F7:"-A3- "   F8:"96ROCK   ST"
68 17 FF 23 40 30 07 2D 41 33 2D 20 08 50 6C 61 79 67 72 6F 75 20 53 54 82,RAD --> LOC: Display Text, Layout=DisplayText  Flags=Bit4,CLS  F0=   F7:"-A3- "   F8:"Playgrou ST"
68 17 FF 23 40 30 07 2D 41 33 2D 20 08 6E 64 20 6F 6E 20 20 20 20 53 54 A2,RAD --> LOC: Display Text, Layout=DisplayText  Flags=Bit4,CLS  F0=   F7:"-A3- "   F8:"nd on    ST"
68 17 FF 23 C0 20 07 20 20 20 20 20 08 43 44 20 31 2D 20 20 20 20 20 20 57,RAD --> LOC: Display Text, Layout=0xC0:  Flags=CLS  F0=   F7:"     "   F8:"CD 1-      "
68 17 FF 23 C0 30 07 20 20 20 20 20 08 43 44 20 32 2D 20 20 20 20 20 20 44,RAD --> LOC: Display Text, Layout=0xC0:  Flags=Bit4,CLS  F0=   F7:"     "   F8:"CD 2-      "
68 17 FF 23 C0 30 07 20 20 20 20 20 08 43 44 20 34 2D 20 20 20 20 20 20 42,RAD --> LOC: Display Text, Layout=0xC0:  Flags=Bit4,CLS  F0=   F7:"     "   F8:"CD 4-      "
68 17 FF 23 C0 30 07 20 20 20 20 20 08 48 49 47 48 20 54 45 4D 50 20 20 5E,RAD --> LOC: Display Text, Layout=0xC0:  Flags=Bit4,CLS  F0=   F7:"     "   F8:"HIGH TEMP  "
68 18 C0 21 00 15 60 2F 2F 2F 2F 2F 2F 2F 2F 01 2F 2F 2F 2F 2F 2F 2F 2F 05 E0,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS,PartTx  F0="////////"  F1:"////////"  F5:
68 18 C0 21 00 15 60 2F 2F 2F 2F 2F 2F 2F 2F 05 2F 2F 2F 2F 2F 2F 2F 2F 05 E4,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS,PartTx  F0="////////"  F5:"////////"  F5:
68 19 C0 21 00 00 06 46 4D 05 41 4D 05 20 05 52 4E 44 05 53 43 05 43 44 2F 54 80,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:" "  F5:"RND"  F5:"SC"  F5:"CD/T"
68 19 FF 23 40 20 07 2D 41 33 2D 20 08 46 4D 20 03 20 39 31 2E 31 04 20 20 20 ABG,RAD --> LOC: Display Text, Layout=DisplayText  Flags=CLS  F0=   F7:"-A3- "   F8:"FM "   F3:" 91.1"   F4:"   "
68 19 FF 23 40 30 07 2D 41 34 2D 20 08 46 4D 20 03 20 39 39 2E 35 04 20 20 20 B0,RAD --> LOC: Display Text, Layout=DisplayText  Flags=Bit4,CLS  F0=   F7:"-A4- "   F8:"FM "   F3:" 99.5"   F4:"   "
68 1A C0 21 00 15 20 2F 2F 2F 2F 05 2F 2F 2F 2F 05 2F 2F 2F 2F 05 2F 2F 2F 2F 05 A6,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F0="////"  F5:"////"  F5:"////"  F5:"////"  F5:
68 1C C0 21 00 10 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 D5,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 06 2F 2F 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 DB,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="//"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 06 2F 2F 2F 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 F1,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="///AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 06 2F 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 B9,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="/M"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 06 46 4D 05 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 00 2F 2F 2F 2F 2F 2F 2F 88,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"///////////"  F0:"///////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 2F 2F 2F 2F 2F 2F 2F 00 2F 2F 2F 2F 2F 2F 2F D1,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"P///////"  F0:"///////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 2F 00 2F 2F 2F 2F 2F 2F 2F EF,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RD/"  F0:"///////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 2F 2F 2F 2F 2F 2F 2F 2F 2F C0,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RD/////////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 2F 2F 2F 2F 2F 2F 2F 96,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"///////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 2F 2F 2F 2F 2F 2F EA,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"S//////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 2F 2F 2F 2F AC,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 00 84,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/"  F0:
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 20 A4,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/ "
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 2F ABG,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD//"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 D0,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 2F 2F 2F 2F 2F 86,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC/////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 2F 2F 2F 2F 2F 2F 2F 2F BC,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS////////"
68 1C C0 21 00 15 06 46 4D 05 41 4D 05 50 54 59 2F 2F 2F 2F 2F 00 2F 2F 2F 2F 2F 2F 2F DC,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY/////"  F0:"///////"
68 1C C0 21 00 15 20 2F 2F 05 2F 2F 05 2F 2F 2F 05 2F 2F 2F 2F 05 2F 2F 05 2F 2F 2F 2F 8A,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F0="//"  F5:"//"  F5:"///"  F5:"////"  F5:"//"  F5:"////"
68 1C C0 21 00 15 20 2F 2F 05 2F 2F 05 2F 2F 2F 05 2F 2F 2F 53 05 53 43 05 43 44 2F 54 9A,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F0="//"  F5:"//"  F5:"///"  F5:"///S"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 20 2F 2F 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 FD,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F0="//"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 20 2F 2F 2F 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 D7,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F0="///AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 15 2F 2F 2F 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 F2,RAD --> MID: Menu Text, Layout=0x00:  Flags=CLS  F15="//"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 00 21 06 46 4D 05 41 4D 05 50 54 59 05 20 52 44 53 05 53 43 05 43 44 2F 54 E4,RAD --> MID: Menu Text, Layout=0x00:  Flags=  F6="FM"  F5:"AM"  F5:"PTY"  F5:" RDS"  F5:"SC"  F5:"CD/T"
68 1C C0 21 2F 15 06 46 4D 05 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 00 2F 2F 2F 2F 2F 2F 2F A7,RAD --> MID: Menu Text, Layout=0x2F:  Flags=  F6="FM"  F5:"///////////"  F0:"///////"
68 1C C0 21 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 2F 00 2F 2F 2F 2F 2F 2F 2F 95,RAD --> MID: Menu Text, Layout=0x2F:  Flags=CLS  F15="//////////////"  F0:"///////"
68 1D C0 20 00 15 60 2F 2F 2F 05 2F 2F 2F 06 2F 2F 2F 05 2F 2F 2F 05 2F 2F 2F 05 2F 2F 2F E6,RAD --> MID: Display status, _short Request_Initial_Text Show_TEL_Menu Show_AUDIO_Menu
